round,x_1,x_2,x_3,x_4,balance_error_kw,cost
1630,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1640,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1650,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1660,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1670,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1680,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1690,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1700,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1710,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1720,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1730,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1740,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1750,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1760,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1770,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1780,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1790,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1800,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1810,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1820,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1830,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1840,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1850,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1860,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1870,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1880,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1890,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1900,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1910,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1920,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1930,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1940,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1950,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1960,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1970,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1980,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1990,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2000,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2010,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2020,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2030,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2040,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2050,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2060,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2070,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2080,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2090,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2100,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2110,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2120,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2130,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2140,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
