round,x_1,x_2,x_3,x_4,x_5,x_6,balance_error_kw,cost
1320,334.2402651453491,82.00126127599574,237.30471552250498,176.45375805612736,59.999999999999886,259.9999999999997,-2.319211489520967e-11,1355483.121293755
1330,334.2402993344076,82.00118003611533,237.30474501678543,176.4537756126686,59.999999999999886,259.9999999999997,-2.3419488570652902e-11,1355483.1197640533
1340,334.24033132104034,82.00110402975508,237.30477261098156,176.4537920381997,59.999999999999886,259.9999999999997,-2.3646862246096134e-11,1355483.1183329117
1350,334.2403612471636,82.00103291967024,237.3047984275394,176.45380740560321,59.999999999999886,259.9999999999997,-2.3874235921539366e-11,1355483.116993977
1360,334.2403892455444,82.00096639036009,237.30482258100932,176.4538217830623,59.999999999999886,259.9999999999997,-2.432898327242583e-11,1355483.1157413062
1370,334.24041544039085,82.00090414666465,237.30484517855595,176.45383523436442,59.999999999999886,259.9999999999997,-2.4556356947869062e-11,1355483.1145693394
1380,334.2404399479044,82.00084591245171,237.3048663204349,176.4538478191846,59.999999999999886,259.9999999999997,-2.4783730623312294e-11,1355483.1134728752
1390,334.2404628767965,82.00079142938921,237.3048861004386,176.45385959335107,59.999999999999886,259.9999999999997,-2.5011104298755527e-11,1355483.112447048
1400,334.2404843287717,82.00074045579662,237.30490460631339,176.4538706090934,59.999999999999886,259.9999999999997,-2.523847797419876e-11,1355483.1114873053
1410,334.24050439897985,82.00069276557089,237.30492192014955,176.45388091527468,59.999999999999886,259.9999999999997,-2.546585164964199e-11,1355483.1105893892
1420,334.2405231764383,82.00064814718144,237.30493811874624,176.4538905576087,59.999999999999886,259.9999999999997,-2.5693225325085223e-11,1355483.1097493153
1430,334.24054074442813,82.00060640273037,237.30495327395283,176.453899578863,59.999999999999886,259.9999999999997,-2.6147972675971687e-11,1355483.1089633566
1440,334.2405571808635,82.00056734707329,237.30496745298828,176.453908019049,59.999999999999886,259.9999999999997,-2.637534635141492e-11,1355483.1082280262
1450,334.240572558638,82.00053080699679,237.30498071873947,176.45391591559962,59.999999999999886,259.9999999999997,-2.660272002685815e-11,1355483.1075400624
1460,334.24058694594805,82.00049662044925,237.30499313004063,176.45392330353562,59.999999999999886,259.9999999999997,-2.6830093702301383e-11,1355483.1068964133
1470,334.24060040659606,82.00046463582109,237.3050047419349,176.4539302156211,59.999999999999886,259.9999999999997,-2.7284841053187847e-11,1355483.1062942233
1480,334.2406130002736,82.00043471127157,237.3050156059186,176.45393668250907,59.999999999999886,259.9999999999997,-2.751221472863108e-11,1355483.105730822
1490,334.2406247828261,82.00040671409911,237.3050257701699,176.4539427328774,59.999999999999886,259.9999999999997,-2.7966962079517543e-11,1355483.1052037105
1500,334.2406358065013,82.00038052015206,237.30503527976262,176.4539483935563,59.999999999999886,259.9999999999997,-2.8194335754960775e-11,1355483.1047105507
1510,334.2406461201806,82.00035601327764,237.3050441768666,176.45395368964722,59.999999999999886,259.9999999999997,-2.8421709430404007e-11,1355483.1042491556
1520,334.24065576959606,82.00033308480641,237.30505250093464,176.45395864463458,59.999999999999886,259.9999999999997,-2.864908310584724e-11,1355483.1038174788
1530,334.24066479753407,82.00031163306988,237.30506028887783,176.45396328048957,59.999999999999886,259.9999999999997,-2.9103830456733704e-11,1355483.1034136056
1540,334.24067324402444,82.00029156294947,237.30506757522915,176.45396761776817,59.999999999999886,259.9999999999997,-2.9103830456733704e-11,1355483.1030357457
1550,334.24068114651794,82.00027278545423,237.30507439229703,176.4539716757019,59.999999999999886,259.9999999999997,-2.9331204132176936e-11,1355483.102682223
1560,334.2406885400531,82.000255217326,237.30508077030828,176.45397547228345,59.999999999999886,259.9999999999997,-2.955857780762017e-11,1355483.1023514695
1570,334.24069545741133,82.0002387806701,237.30508673754258,176.45397902434644,59.999999999999886,259.9999999999997,-3.001332515850663e-11,1355483.102042019
1580,334.24070192926234,82.00022340260968,237.305092320458,176.45398234764014,59.999999999999886,259.9999999999997,-3.0240698833949864e-11,1355483.101752499
1590,334.24070798430034,82.0002090149623,237.30509754380805,176.45398545689915,59.999999999999886,259.9999999999997,-3.0468072509393096e-11,1355483.1014816258
1600,334.2407136493711,82.00019555393762,237.3051024307518,176.45398836590905,59.999999999999886,259.9999999999997,-3.092281986027956e-11,1355483.1012281985
1610,334.24071894959104,82.0001829598543,237.30510700295645,176.45399108756737,59.999999999999886,259.9999999999997,-3.115019353572279e-11,1355483.100991093
1620,334.24072390845913,82.00017117687528,237.30511128069358,176.45399363394097,59.999999999999886,259.9999999999997,-3.1377567211166024e-11,1355483.100769259
1630,334.24072854796026,82.00016015276019,237.30511528292897,176.45399601631925,59.999999999999886,259.9999999999997,-3.183231456205249e-11,1355483.1005617117
1640,334.2407328886636,82.0001498386335,237.30511902740665,176.4539982452646,59.999999999999886,259.9999999999997,-3.205968823749572e-11,1355483.1003675314
1650,334.2407369498133,82.00014018876793,237.3051225307278,176.45400033065894,59.999999999999886,259.9999999999997,-3.2514435588382185e-11,1355483.100185857
1660,334.240740749414,82.0001311603814,237.30512580842438,176.45400228174782,59.999999999999886,259.9999999999997,-3.2741809263825417e-11,1355483.100015883
1670,334.24074430431074,82.00012271344754,237.30512887502783,176.45400410718113,59.999999999999886,259.9999999999997,-3.319655661471188e-11,1355483.0998568563
1680,334.2407476302636,82.00011481051797,237.30513174413363,176.4540058150518,59.999999999999886,259.9999999999997,-3.342393029015511e-11,1355483.0997080717
1690,334.2407507420175,82.00010741655636,237.30513442846154,176.45400741293133,59.999999999999886,259.9999999999997,-3.3651303965598345e-11,1355483.099568869
1700,334.2407536533676,82.00010049878297,237.30513693991222,176.45400890790364,59.999999999999886,259.9999999999997,-3.387867764104158e-11,1355483.0994386314
1710,334.2407563772208,82.00009402652938,237.30513928961958,176.4540103065964,59.999999999999886,259.9999999999997,-3.433342499192804e-11,1355483.0993167816
1720,334.2407589256525,82.00008797110245,237.30514148800057,176.4540116152104,59.999999999999886,259.9999999999997,-3.456079866737127e-11,1355483.0992027794
1730,334.24076130996036,82.00008230565703,237.30514354480115,176.45401283954695,59.999999999999886,259.9999999999997,-3.501554601825774e-11,1355483.0990961187
1740,334.2407635407146,82.00007700507697,237.30514546913975,176.45401398503395,59.999999999999886,259.9999999999997,-3.501554601825774e-11,1355483.0989963275
1750,334.2407656278045,82.0000720458638,237.30514726954726,176.45401505674945,59.999999999999886,259.9999999999997,-3.54702933691442e-11,1355483.098902963
1760,334.2407675804824,82.00006740603243,237.30514895400526,176.45401605944463,59.999999999999886,259.9999999999997,-3.5697667044587433e-11,1355483.0988156116
1770,334.2407694074048,82.00006306501379,237.3051505299813,176.45401699756457,59.999999999999886,259.9999999999997,-3.5925040720030665e-11,1355483.0987338857
1780,334.2407711166707,82.00005900356352,237.30515200446183,176.45401787526805,59.999999999999886,259.9999999999997,-3.637978807091713e-11,1355483.098657423
1790,334.2407727158575,82.00005520367671,237.30515338398354,176.45401869644616,59.999999999999886,259.9999999999997,-3.660716174636036e-11,1355483.0985858848
1800,334.24077421205436,82.00005164850802,237.30515467466196,176.45401946473913,59.999999999999886,259.9999999999997,-3.6834535421803594e-11,1355483.0985189534
1810,334.2407756118943,82.00004832229706,237.30515588221883,176.45402018355304,59.999999999999886,259.9999999999997,-3.7061909097246826e-11,1355483.0984563327
1820,334.2407769215829,82.00004521029841,237.30515701200738,176.45402085607435,59.999999999999886,259.9999999999997,-3.728928277269006e-11,1355483.098397745
1830,334.2407781469258,82.0000422987164,237.30515806903608,176.45402148528447,59.999999999999886,259.9999999999997,-3.774403012357652e-11,1355483.0983429302
1840,334.2407792933552,82.0000395746438,237.30515905799075,176.45402207397262,59.999999999999886,259.9999999999997,-3.7971403799019754e-11,1355483.0982916455
1850,334.24078036595336,82.0000370260046,237.30515998325555,176.45402262474855,59.999999999999886,259.9999999999997,-3.842615114990622e-11,1355483.0982436636
1860,334.24078136947503,82.00003464150065,237.3051608489322,176.45402314005398,59.999999999999886,259.9999999999997,-3.865352482534945e-11,1355483.098198772
1870,334.24078230836886,82.00003241056129,237.30516165885825,176.45402362217308,59.999999999999886,259.9999999999997,-3.888089850079268e-11,1355483.0981567712
1880,334.24078318679693,82.00003032329676,237.30516241662428,176.45402407324323,59.999999999999886,259.9999999999997,-3.9108272176235914e-11,1355483.0981174754
1890,334.2407840086534,82.00002837045415,237.30516312558936,176.454024495264,59.999999999999886,259.9999999999997,-3.956301952712238e-11,1355483.0980807103
1900,334.24078477758155,82.00002654337648,237.30516378889635,176.45402489010624,59.999999999999886,259.9999999999997,-3.979039320256561e-11,1355483.0980463128
1910,334.2407854969901,82.00002483396433,237.30516440948574,176.45402525952022,59.999999999999886,259.9999999999997,-4.001776687800884e-11,1355483.0980141307
1920,334.2407861700681,82.00002323463985,237.30516499010855,176.45402560514364,59.999999999999886,259.9999999999997,-4.0245140553452075e-11,1355483.097984021
1930,334.2407867997992,82.0000217383133,237.30516553333874,176.4540259285086,59.999999999999886,259.9999999999997,-4.0472514228895307e-11,1355483.0979558502
